review_status,id,web_name,ques,template_id,template_text,slot_schema,parameters,parameter_evidence,fixed_literals,constraint_signature,route_signature,action_signature,sort_signature,output_signature,confidence,rationale
pending,Allrecipes--10,Allrecipes,"Find The Most Popular Recipes of the 1960s, noting the recipe name, preparation time and total time of the second recipe in this collection.",allrecipes-v4-004,"allrecipes > browse/collection | navigate > search > extract > answer | output={""fields"":[""entity"",""time""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""Allrecipes"", ""Allrecipes find editorial collection {collection} and report fields for item at {position}; constraints=time_or_date; output=structured_record"", ""browse/collection"", ""Find The Most Popular Recipes of the 1960s, noting the recipe name, preparation time and total time of the second recipe in this collection.""]",[],"[""allrecipes"", ""browse/collection""]","[""navigate"", ""search"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""time""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,Allrecipes--11,Allrecipes,Discover a suitable chocolate cupcake recipe on Allrecipes that has a preparation time of under 1 hour and at least 100 user reviews.,allrecipes-v4-043,"allrecipes > search/results/recipe | navigate > apply_constraints > open_detail > extract > answer | output={""fields"":[""entity"",""reviews"",""time""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gte"", ""required"": true}]","{""min_reviews"": 100}","{""min_reviews"": ""at least 100 reviews""}","[""Allrecipes"", ""Allrecipes find a recipe matching {dish_and_constraints}; constraints=ingredient_or_material+review_count; output=structured_record"", ""search/results/recipe""]","[{""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gte"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""reviews"", ""time""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--12,Allrecipes,Search for a popular cookie recipe on Allrecipes with more than 1000 reviews and a rating of 4.5 stars or better. Provide the list of ingredients needed.,allrecipes-v4-012,"allrecipes > search/results/recipe | navigate > search > apply_constraints > open_detail > extract > answer | output={""fields"":[""entity"",""ingredients"",""rating"",""reviews"",""time""],""cardinality"":""list_all"",""operation"":""extract""}","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","{""dish"": ""popular cookie recipe"", ""min_rating"": 4.5, ""min_reviews"": 1000}","{""dish"": ""popular cookie recipe"", ""min_rating"": ""at least 4.5 stars"", ""min_reviews"": ""more than 1000 reviews""}","[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {ingredients}; constraints=ingredient_or_material+rating+review_count; output=structured_record"", ""search/results/recipe""]","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""ingredients"", ""rating"", ""reviews"", ""time""], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--13,Allrecipes,"Find a recipe with over 100 reviews for Fried Fish on Allrecipes, list the Full Nutrition Label and tell me the amount of Iron per Serving.",allrecipes-v4-024,"allrecipes > search/results/recipe | navigate > search > apply_constraints > open_detail > extract > answer | output={""fields"":[""entity"",""nutrition"",""reviews""],""cardinality"":""list_all"",""operation"":""extract""}","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","{""dish"": ""Fried Fish"", ""min_reviews"": 100}","{""dish"": ""Fried Fish"", ""min_reviews"": ""more than 100 reviews""}","[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {nutrition}; constraints=review_count; output=structured_record"", ""search/results/recipe""]","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""nutrition"", ""reviews""], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--14,Allrecipes,"Search for a recipe that includes ""chicken breast"" and ""quinoa"" with preparation time under 30 minutes on Allrecipes.",allrecipes-v4-032,"allrecipes > search/results/recipe | navigate > search > apply_constraints > extract > answer | output={""fields"":[""entity"",""time""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","{""dish"": ""recipe"", ""quoted_term"": ""chicken breast""}","{""dish"": ""recipe"", ""quoted_term"": ""chicken breast""}","[""Allrecipes"", ""Allrecipes find a recipe matching {dish_and_constraints}; constraints=ingredient_or_material; output=structured_record"", ""search/results/recipe""]","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""quoted_term"", ""type"": ""string"", ""operator"": ""eq"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""time""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--15,Allrecipes,"Choose a dessert recipe on Allrecipes with a prep time of less than 30 minutes, has chocolate as an ingredient, and has a user rating of 4 stars or higher. Provide the name of the recipe, ingredients list, and step-by-step instructions.",allrecipes-v4-040,"allrecipes > search/results/recipe | navigate > apply_constraints > open_detail > extract > answer | output={""fields"":[""entity"",""ingredients"",""instructions"",""rating"",""time""],""cardinality"":""list_all"",""operation"":""extract""}","[{""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}]","{""min_rating"": 4}","{""min_rating"": ""at least 4 stars""}","[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {ingredients+steps+time}; constraints=ingredient_or_material+rating+time_or_date; output=structured_record"", ""search/results/recipe""]","[{""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""ingredients"", ""instructions"", ""rating"", ""time""], ""cardinality"": ""list_all"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--16,Allrecipes,Find a five-star rated chocolate chip cookie recipe that takes less than 1 hour to make on Allrecipes. Note how many reviews the recipe has and the main ingredients required.,allrecipes-v4-005,"allrecipes > search/results/recipe | navigate > search > apply_constraints > open_detail > extract > answer | output={""fields"":[""count"",""entity"",""ingredients"",""reviews"",""time""],""cardinality"":""single"",""operation"":""aggregate_count""}",[],{},{},"[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {ingredients+time}; constraints=count_or_aggregate+ingredient_or_material+rating; output=structured_record"", ""search/results/recipe"", ""Find a five-star rated chocolate chip cookie recipe that takes less than 1 hour to make on Allrecipes. Note how many reviews the recipe has and the main ingredients required.""]",[],"[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity"", ""ingredients"", ""reviews"", ""time""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,Allrecipes--17,Allrecipes,Find the Easy Vegetarian Spinach Lasagna recipe on Allrecipes and tell me what the latest review says.,allrecipes-v4-008,"allrecipes > search/results/recipe | navigate > search > sort_or_rank > open_detail > extract > answer | output={""fields"":[""entity"",""reviews""],""cardinality"":""single"",""operation"":""extract""}",[],{},{},"[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {review}; constraints=ingredient_or_material+sort_or_rank+time_or_date; output=structured_record"", ""search/results/recipe"", ""Find the Easy Vegetarian Spinach Lasagna recipe on Allrecipes and tell me what the latest review says.""]",[],"[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""sort_or_rank"", ""open_detail"", ""extract"", ""answer""]","{""key"": ""date"", ""direction"": ""desc""}","{""fields"": [""entity"", ""reviews""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.8,未能可靠识别可替换 typed slot；为避免伪造参数，将任务要求保守地视为固定 literal。
pending,Allrecipes--18,Allrecipes,Find a recipe for a vegetarian lasagna that has over 300 reviews and an average rating of 4.5 or higher on Allrecipes.,allrecipes-v4-016,"allrecipes > search/results/recipe | navigate > search > apply_constraints > open_detail > extract > answer | output={""fields"":[""entity"",""rating"",""reviews""],""cardinality"":""single"",""operation"":""extract""}","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","{""dish"": ""vegetarian lasagna"", ""min_rating"": 4.5, ""min_reviews"": 300}","{""dish"": ""vegetarian lasagna"", ""min_rating"": ""at least 4.5 stars"", ""min_reviews"": ""more than 300 reviews""}","[""Allrecipes"", ""Allrecipes find a recipe matching {dish_and_constraints}; constraints=ingredient_or_material+rating+review_count; output=entity"", ""search/results/recipe""]","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}, {""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""rating"", ""reviews""], ""cardinality"": ""single"", ""operation"": ""extract""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--19,Allrecipes,Find a vegan lasagna recipe on Allrecipes that requires 10 ingredients or less and has feedback of more than 200 reviews. Provide a brief overview of the ingredient list and the total prep and cook time.,allrecipes-v4-042,"allrecipes > search/results/recipe | navigate > search > open_detail > extract > answer | output={""fields"":[""entity"",""ingredients"",""reviews"",""summary"",""time""],""cardinality"":""list_all"",""operation"":""summarize""}","[{""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","{""min_reviews"": 200}","{""min_reviews"": ""more than 200 reviews""}","[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {ingredients+time}; constraints=ingredient_or_material+review_count+time_or_date; output=structured_record"", ""search/results/recipe""]","[{""name"": ""min_reviews"", ""type"": ""integer"", ""operator"": ""gt"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""open_detail"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""entity"", ""ingredients"", ""reviews"", ""summary"", ""time""], ""cardinality"": ""list_all"", ""operation"": ""summarize""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
pending,Allrecipes--20,Allrecipes,Find a recipe for a cauliflower pizza crust that has a preparation time of under 30 minutes and a rating of at least 4 stars on Allrecipes. Include the number of calories per serving.,allrecipes-v4-022,"allrecipes > search/results/recipe | navigate > search > apply_constraints > extract > answer | output={""fields"":[""count"",""entity"",""nutrition"",""rating"",""time""],""cardinality"":""single"",""operation"":""aggregate_count""}","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}]","{""dish"": ""cauliflower pizza crust"", ""min_rating"": 4}","{""dish"": ""cauliflower pizza crust"", ""min_rating"": ""at least 4 stars""}","[""Allrecipes"", ""Allrecipes find recipe matching {dish_and_constraints}, open it, and report {nutrition+time}; constraints=count_or_aggregate+rating; output=structured_record"", ""search/results/recipe""]","[{""name"": ""dish"", ""type"": ""string"", ""operator"": ""contains"", ""required"": true}, {""name"": ""min_rating"", ""type"": ""number"", ""operator"": ""gte"", ""required"": true}]","[""allrecipes"", ""search/results/recipe""]","[""navigate"", ""search"", ""apply_constraints"", ""extract"", ""answer""]","{""key"": null, ""direction"": null}","{""fields"": [""count"", ""entity"", ""nutrition"", ""rating"", ""time""], ""cardinality"": ""single"", ""operation"": ""aggregate_count""}",0.9,仅抽取了能由原文短语直接证明其名称、类型、operator 与具体值的槽；其他要求保守地固定，不作猜测。
